number,value,datetime_start,datetime_complete,duration,params_batch_size,params_colnorm_thresh,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_pca_energy,params_preproc,params_scale_heur1,params_scale_mult1,params_squash,user_attrs_avg_fit_criteria,state,avg_fit_criteria
63,0.4848666608333588,2025-08-25 01:27:01.635545,2025-08-25 01:43:17.106331,0 days 00:16:15.470786,20,2.086767678076423e-05,normal,6,nz,4.7351878251516306e-05,0.24731798729863644,263,272,,colnorm,old,0.770166619178366,logistic,0.0018600702285766601,COMPLETE,0.0018600702285766601
64,0.10000000149011612,2025-08-25 01:43:17.107270,2025-08-25 01:59:22.608133,0 days 00:16:05.500863,20,1.9590494585405648e-05,normal,6,nz,0.0001571655212405066,0.8769391121739165,1160,656,,colnorm,Glorot,,logistic,,COMPLETE,
65,0.4893666684627533,2025-08-25 01:59:22.608520,2025-08-25 02:15:30.514018,0 days 00:16:07.905498,20,2.9653423169204097e-05,normal,6,nz,0.00024009130324137982,0.17349686684342774,335,288,,colnorm,old,0.7969351271325518,logistic,0.002077484130859375,COMPLETE,0.002077484130859375
66,0.314533331990242,2025-08-25 02:15:30.515865,2025-08-25 02:31:18.580022,0 days 00:15:48.064157,20,,normal,5,nz,0.000902789341231527,0.6537307413701904,215,128,0.7948320402381653,pca,old,0.7345084727447136,logistic,,COMPLETE,
67,0.10000000149011612,2025-08-25 02:31:18.580410,2025-08-25 02:34:40.971803,0 days 00:03:22.391393,100,1.2765692464652126e-05,normal,6,nz,2.0212431552282096e-08,0.7975809231521764,1099,272,,colnorm,old,0.7582872234707833,logistic,,COMPLETE,
68,0.4384999930858612,2025-08-25 02:34:40.972137,2025-08-25 02:50:50.491515,0 days 00:16:09.519378,20,1.8251753197804018e-05,normal,6,nz,0.00033760649464656135,0.4020410226050335,406,128,,colnorm,old,0.6609243136371787,logistic,-7.95602798461914e-05,COMPLETE,-7.95602798461914e-05
69,0.4380333244800568,2025-08-25 02:50:50.491923,2025-08-25 03:06:17.354885,0 days 00:15:26.862962,20,9.271379117788709e-09,normal,6,zero,,0.028973112387591614,1197,336,,colnorm,Glorot,,tanh,0.0038596630096435548,COMPLETE,0.0038596630096435548
70,0.10000000149011612,2025-08-25 03:06:17.355283,2025-08-25 03:22:23.146888,0 days 00:16:05.791605,20,0.0006766208351441116,uniform,5,nz,0.0005883176969789767,0.564399054282796,754,448,,colnorm,old,0.7164648566716799,logistic,,COMPLETE,
71,0.4897000014781952,2025-08-25 03:22:23.147274,2025-08-25 03:38:32.171972,0 days 00:16:09.024698,20,2.788517896727957e-05,normal,6,nz,7.5722269258562e-05,0.10295500462471653,704,544,,colnorm,old,0.9494309932188644,logistic,0.002643871307373047,COMPLETE,0.002643871307373047
72,0.45966665744781493,2025-08-25 03:38:32.172366,2025-08-25 03:54:42.140411,0 days 00:16:09.968045,20,1.417445512671344e-05,uniform,6,nz,6.570522413641012e-05,0.0397508990113637,546,416,,colnorm,Glorot,,logistic,0.009716320037841796,COMPLETE,0.009716320037841796
73,0.4881333291530609,2025-08-25 03:54:42.141232,2025-08-25 03:58:01.766087,0 days 00:03:19.624855,100,2.7382417682609856e-05,normal,5,nz,5.4805948899165766e-05,0.42736665013870306,176,432,,colnorm,old,0.8919675143602288,logistic,0.0029531240463256834,COMPLETE,0.0029531240463256834
74,0.16923333406448365,2025-08-25 03:58:01.766425,2025-08-25 04:01:21.981730,0 days 00:03:20.215305,100,9.010054208032367e-06,normal,5,nz,2.49867104466934e-05,0.8146063599517882,462,368,,colnorm,old,1.0432461450765484,logistic,,COMPLETE,
