number,value,datetime_start,datetime_complete,duration,params_batch_size,params_colnorm_thresh,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_pca_energy,params_preproc,params_scale_heur1,params_scale_mult1,params_squash,state
45,0.9141290187835693,2025-08-19 17:38:29.328614,2025-08-19 17:42:00.730014,0 days 00:03:31.401400,20,,normal,7,nz,8.749422081620919e-05,0.5074303463045993,5614,672,0.5591491507201787,pca,Glorot,,logistic,COMPLETE
46,0.849709689617157,2025-08-19 17:42:00.730497,2025-08-19 17:45:32.552420,0 days 00:03:31.821923,20,,normal,7,nz,3.3781787146822717e-06,0.4920464494297986,5937,672,0.5552870697082373,pca,Glorot,,tanh,COMPLETE
47,0.7257258693377177,2025-08-19 17:45:32.553329,2025-08-19 17:49:06.282183,0 days 00:03:33.728854,20,,normal,7,nz,5.509202518734219e-05,0.0002505066665873466,8278,560,0.5030424917676507,pca,Glorot,,logistic,COMPLETE
48,0.8277096350987753,2025-08-19 17:49:06.282645,2025-08-19 17:52:35.648304,0 days 00:03:29.365659,20,,normal,7,nz,0.0003074849840338547,0.15443957500972066,148,768,0.5623375105629048,pca,Glorot,,logistic,COMPLETE
49,0.8661773204803467,2025-08-19 17:52:35.649191,2025-08-19 17:56:05.412482,0 days 00:03:29.763291,20,,normal,7,nz,0.0023494231939815207,0.47881416643332203,2275,672,,raw,Glorot,,tanh,COMPLETE
50,0.36059680581092834,2025-08-19 17:56:05.412935,2025-08-19 17:59:38.314061,0 days 00:03:32.901126,20,,normal,6,nz,0.0020226192992873543,2.809316266720387e-05,4273,960,0.6068190876627734,pca,Glorot,,logistic,COMPLETE
51,0.8796128829320272,2025-08-19 17:59:38.315526,2025-08-19 18:03:09.152785,0 days 00:03:30.837259,20,,normal,6,nz,0.00010737050076442793,0.20181297936811302,5291,832,0.6679285524307824,pca,old,1.935485479483583,logistic,COMPLETE
52,0.8820967872937521,2025-08-19 18:03:09.153238,2025-08-19 18:06:40.402474,0 days 00:03:31.249236,20,,normal,6,nz,0.0003697852376521628,0.07015893665355681,7560,768,0.6175564385349425,pca,Glorot,,logistic,COMPLETE
53,0.9078225692113241,2025-08-19 18:06:40.402930,2025-08-19 18:10:12.667672,0 days 00:03:32.264742,20,,normal,6,nz,7.403439590447205e-05,0.5851159740573182,3207,960,0.5521403038714191,pca,old,1.4259501563879213,logistic,COMPLETE
54,0.904532273610433,2025-08-19 18:10:12.670487,2025-08-19 18:13:44.126070,0 days 00:03:31.455583,20,,normal,6,nz,1.879624917161633e-05,0.5767443401320013,3174,976,0.5529360385480513,pca,old,1.444616052099037,logistic,COMPLETE
