number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_scale_heur1,params_scale_mult1,params_squash,user_attrs_avg_fit_criteria,state,avg_fit_criteria
76,0.8678226113319397,2025-09-03 11:40:40.220865,2025-09-03 11:47:35.455744,0 days 00:06:55.234879,100,normal,7,zero,,0.016135003905995773,608,816,old,0.24615482133226763,tanh,0.010939693450927735,COMPLETE,0.010939693450927735
77,0.4874193727970123,2025-09-03 11:47:35.456677,2025-09-03 12:24:00.881102,0 days 00:36:25.424425,20,normal,6,nz,4.475886895022075e-05,0.003760901666790769,239,512,old,1.3150227734312128,tanh,0.012749218940734863,COMPLETE,0.012749218940734863
78,0.8622419476509094,2025-09-03 12:24:00.881867,2025-09-03 12:58:17.516421,0 days 00:34:16.634554,20,normal,6,zero,,0.413288193112604,117,192,Glorot,,tanh,0.0009907722473144532,COMPLETE,0.0009907722473144532
79,0.13706452399492264,2025-09-03 12:58:17.516860,2025-09-03 13:05:13.415213,0 days 00:06:55.898353,100,uniform,6,zero,,4.666393429270872e-05,2044,608,Glorot,,logistic,0.01304783821105957,COMPLETE,0.01304783821105957
80,0.11366129368543625,2025-09-03 13:05:13.415997,2025-09-03 13:39:32.079111,0 days 00:34:18.663114,20,normal,7,zero,,1.4858133199918598e-05,104,704,Glorot,,logistic,0.013068842887878417,COMPLETE,0.013068842887878417
81,0.36274194717407227,2025-09-03 13:39:32.079575,2025-09-03 13:46:52.900814,0 days 00:07:20.821239,100,uniform,7,nz,0.0010917302197331533,4.567042683767289e-05,2753,1024,Glorot,,tanh,0.013043093681335449,COMPLETE,0.013043093681335449
82,0.5257903575897217,2025-09-03 13:46:52.901281,2025-09-03 14:23:48.123856,0 days 00:36:55.222575,20,normal,6,nz,3.4742302962506327e-06,0.002421213170551697,551,992,old,0.9342401610196729,tanh,0.012945795059204101,COMPLETE,0.012945795059204101
83,0.48398388624191285,2025-09-03 14:23:48.124919,2025-09-03 14:31:10.487951,0 days 00:07:22.363032,100,uniform,6,nz,3.4195612894237447e-06,0.0006660670168108011,1054,912,old,1.2910307012265347,tanh,0.013041949272155762,COMPLETE,0.013041949272155762
84,0.12324194014072418,2025-09-03 14:31:10.488390,2025-09-03 15:05:40.533316,0 days 00:34:30.044926,20,uniform,8,zero,,2.9943331035742903e-05,2081,608,Glorot,,logistic,0.013136005401611328,COMPLETE,0.013136005401611328
85,0.2940484046936035,2025-09-03 15:05:40.533740,2025-09-03 15:12:52.834162,0 days 00:07:12.300422,100,normal,7,nz,0.0009664203736424487,0.0012275073218105353,137,208,old,0.4364618986912914,tanh,0.013076305389404297,COMPLETE,0.013076305389404297
