number,value,datetime_start,datetime_complete,duration,params_batch_size,params_colnorm_thresh,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_nhid2,params_nhid3,params_pca_energy,params_preproc,params_scale_heur1,params_scale_mult1,params_squash,user_attrs_avg_fit_criteria,user_attrs_ed_cl1_mean,user_attrs_ed_cl2_mean,user_attrs_ed_cl3_mean,state,avg_fit_criteria,ed_cl1_mean,ed_cl2_mean,ed_cl3_mean
49,0.11251613348722458,2025-08-25 00:39:57.213293,2025-08-25 01:08:14.875554,0 days 00:28:17.662261,20,,uniform,6,nz,0.0007388299612462084,2.6838463465390414e-05,258,192,128,848,,raw,Glorot,,logistic,0.012959186236063638,0.012823724746704101,0.012879228591918946,0.013174605369567872,COMPLETE,0.012959186236063638,0.012823724746704101,0.012879228591918946,0.013174605369567872
50,0.9309677720069885,2025-08-25 01:08:14.875933,2025-08-25 01:36:04.457211,0 days 00:27:49.581278,20,,uniform,8,nz,1.908237513615749e-06,0.009531024033067244,2537,288,272,80,,raw,old,0.27563829445908666,tanh,0.00949077606201172,0.011248230934143066,0.010744476318359375,0.006479620933532715,COMPLETE,0.00949077606201172,0.011248230934143066,0.010744476318359375,0.006479620933532715
51,0.8929516553878785,2025-08-25 01:36:04.457601,2025-08-25 01:41:50.362502,0 days 00:05:45.904901,100,,normal,8,nz,0.0005657840674477493,0.034360924836067806,2216,336,48,592,0.899069644786243,pca,Glorot,,logistic,0.004014714558919271,0.0054130077362060545,0.00012974739074707032,0.006501388549804687,COMPLETE,0.004014714558919271,0.0054130077362060545,0.00012974739074707032,0.006501388549804687
52,0.11251613348722458,2025-08-25 01:41:50.362788,2025-08-25 02:09:52.201168,0 days 00:28:01.838380,20,,normal,8,nz,1.4738360525117118e-05,0.01606188977318872,768,832,896,544,,raw,Glorot,,logistic,0.01308004061381022,0.012934184074401856,0.013254451751708984,0.013051486015319825,COMPLETE,0.01308004061381022,0.012934184074401856,0.013254451751708984,0.013051486015319825
53,0.11251613348722458,2025-08-25 02:09:52.203263,2025-08-25 02:15:36.271155,0 days 00:05:44.067892,100,6.415696825107625e-08,uniform,6,nz,1.463798032767135e-05,1.8880093046200602e-05,4520,656,624,544,,colnorm,old,0.33226944075447534,logistic,0.013029011090596516,0.012949061393737794,0.013110685348510741,0.013027286529541016,COMPLETE,0.013029011090596516,0.012949061393737794,0.013110685348510741,0.013027286529541016
54,0.11251613348722458,2025-08-25 02:15:36.271978,2025-08-25 02:21:00.354723,0 days 00:05:24.082745,100,1.751843747942396e-08,normal,5,zero,,0.00039626846541448643,137,272,768,32,,colnorm,Glorot,,tanh,0.013219126065572103,0.013068222999572754,0.013097786903381347,0.013491368293762207,COMPLETE,0.013219126065572103,0.013068222999572754,0.013097786903381347,0.013491368293762207
55,0.11251613348722458,2025-08-25 02:21:00.355027,2025-08-25 02:47:12.483483,0 days 00:26:12.128456,20,,normal,8,zero,,0.012559696107890185,1432,432,1024,192,0.953042012991536,pca,Glorot,,logistic,0.013056731224060059,0.013025736808776856,0.012977981567382812,0.013166475296020507,COMPLETE,0.013056731224060059,0.013025736808776856,0.012977981567382812,0.013166475296020507
56,0.11251613348722458,2025-08-25 02:47:12.483842,2025-08-25 03:13:26.370338,0 days 00:26:13.886496,20,,normal,7,zero,,0.00011244131578424073,333,224,416,896,,raw,old,1.0628015400286273,logistic,0.012988471984863283,0.01292724609375,0.013218259811401368,0.012819910049438476,COMPLETE,0.012988471984863283,0.01292724609375,0.013218259811401368,0.012819910049438476
57,0.941467797756195,2025-08-25 03:13:26.370709,2025-08-25 03:18:59.537749,0 days 00:05:33.167040,100,,normal,5,nz,5.516200974192991e-06,0.13578312866837985,285,288,704,32,0.6163250579168666,pca,old,1.4501074686859041,tanh,0.00776683489481608,0.008123970031738282,0.011647486686706543,0.003529047966003418,COMPLETE,0.00776683489481608,0.008123970031738282,0.011647486686706543,0.003529047966003418
58,0.3000483989715576,2025-08-25 03:18:59.538073,2025-08-25 03:24:33.223401,0 days 00:05:33.685328,100,,normal,5,nz,0.002299092964953526,1.9043935539466418e-06,282,416,32,720,0.7655584808490381,pca,old,1.0288984288444483,tanh,0.01268492539723714,0.013178586959838867,0.011906981468200684,0.012969207763671876,COMPLETE,0.01268492539723714,0.013178586959838867,0.011906981468200684,0.012969207763671876
