number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_nhid2,params_nhid3,params_scale_heur1,params_scale_mult1,params_squash,user_attrs_avg_fit_criteria,user_attrs_ed_cl1_mean,user_attrs_ed_cl2_mean,user_attrs_ed_cl3_mean,state,avg_fit_criteria,ed_cl1_mean,ed_cl2_mean,ed_cl3_mean
49,0.24813332657019296,2025-09-02 23:21:01.356020,2025-09-02 23:26:38.679292,0 days 00:05:37.323272,100,normal,7,nz,1.4352166121342692e-05,1.1966687479748012e-06,5918,832,624,128,old,1.4257564348107672,tanh,0.013331956333584256,0.013102014859517416,0.012993454933166504,0.013900399208068848,COMPLETE,0.013331956333584256,0.013102014859517416,0.012993454933166504,0.013900399208068848
50,0.47716665267944336,2025-09-02 23:26:38.679670,2025-09-02 23:32:18.375131,0 days 00:05:39.695461,100,normal,6,nz,0.001457454736002227,0.21160224376284129,194,224,576,992,old,1.6088539450127053,logistic,0.008624739117092555,0.006223162015279134,0.009534120559692383,0.010116934776306152,COMPLETE,0.008624739117092555,0.006223162015279134,0.009534120559692383,0.010116934776306152
51,0.4424833158651988,2025-09-02 23:32:18.375789,2025-09-02 23:37:39.434179,0 days 00:05:21.058390,100,uniform,7,zero,,0.04151311311433025,179,336,672,1008,Glorot,,logistic,0.012681947814093696,0.012468695640563965,0.012781341870625814,0.012795805931091309,COMPLETE,0.012681947814093696,0.012468695640563965,0.012781341870625814,0.012795805931091309
52,0.24018332362174988,2025-09-02 23:37:39.435058,2025-09-02 23:43:01.554016,0 days 00:05:22.118958,100,normal,6,zero,,0.0023929342013616533,136,464,624,304,old,0.8598728365286314,logistic,0.013219859864976672,0.01312267780303955,0.013181646664937338,0.013355255126953125,COMPLETE,0.013219859864976672,0.01312267780303955,0.013181646664937338,0.013355255126953125
53,0.4553833206494649,2025-09-02 23:43:01.554425,2025-09-03 00:11:27.513344,0 days 00:28:25.958919,20,uniform,7,nz,4.2668947270063475e-06,0.009261598751419355,1303,320,880,304,old,1.2313563468120658,tanh,0.011661357349819608,0.011409680048624674,0.012233813603719076,0.011340578397115072,COMPLETE,0.011661357349819608,0.011409680048624674,0.012233813603719076,0.011340578397115072
54,0.09999999403953552,2025-09-03 00:11:27.514021,2025-09-03 00:17:05.658199,0 days 00:05:38.144178,100,uniform,5,nz,8.31077302228011e-06,0.4813700483996191,1231,512,624,704,old,1.9672054349234172,tanh,,,,,COMPLETE,,,,
55,0.4568166534105937,2025-09-03 00:17:05.658608,2025-09-03 00:22:45.836902,0 days 00:05:40.178294,100,normal,5,nz,0.00019006782132274585,0.05359253345877439,522,352,288,240,old,1.3724297036915887,logistic,0.009086979760064019,0.009880463282267252,0.009820858637491861,0.007559617360432942,COMPLETE,0.009086979760064019,0.009880463282267252,0.009820858637491861,0.007559617360432942
56,0.2562999924023946,2025-09-03 00:22:45.837622,2025-09-03 00:49:38.053116,0 days 00:26:52.215494,20,uniform,5,zero,,0.00010348067306111351,2474,864,624,384,Glorot,,logistic,0.013060609499613443,0.013081034024556478,0.0132139523824056,0.012886842091878256,COMPLETE,0.013060609499613443,0.013081034024556478,0.0132139523824056,0.012886842091878256
57,0.09999999403953552,2025-09-03 00:49:38.053864,2025-09-03 00:55:21.539440,0 days 00:05:43.485576,100,normal,7,nz,1.1558246302447937e-07,0.6730722602095177,6716,816,816,384,Glorot,,tanh,,,,,COMPLETE,,,,
58,0.09999999403953552,2025-09-03 00:55:21.539839,2025-09-03 01:23:34.121190,0 days 00:28:12.581351,20,normal,6,nz,0.0011173324204572746,0.4074483605699022,4192,720,640,512,Glorot,,tanh,,,,,COMPLETE,,,,
59,0.47734999656677246,2025-09-03 01:23:34.122017,2025-09-03 01:50:24.455688,0 days 00:26:50.333671,20,uniform,6,zero,,0.016396335761273445,2504,176,944,384,Glorot,,tanh,0.008309589491950141,0.00591440995534261,0.010549227396647135,0.008465131123860678,COMPLETE,0.008309589491950141,0.00591440995534261,0.010549227396647135,0.008465131123860678
60,0.27881665031115216,2025-09-03 01:50:24.456075,2025-09-03 01:55:49.789249,0 days 00:05:25.333174,100,normal,8,zero,,3.680498388384138e-05,4376,368,528,752,Glorot,,tanh,0.013093166881137423,0.013051986694335938,0.013166705767313639,0.013060808181762695,COMPLETE,0.013093166881137423,0.013051986694335938,0.013166705767313639,0.013060808181762695
61,0.49373331665992737,2025-09-03 01:55:49.796854,2025-09-03 02:01:34.177854,0 days 00:05:44.381000,100,uniform,6,nz,2.3267466313431495e-08,0.14359492393449638,1094,848,832,240,Glorot,,logistic,0.00589813126458062,0.005940079689025879,0.007681449254353841,0.004072864850362142,COMPLETE,0.00589813126458062,0.005940079689025879,0.007681449254353841,0.004072864850362142
62,0.26401666800181073,2025-09-03 02:01:34.178501,2025-09-03 02:28:11.118085,0 days 00:26:36.939584,20,uniform,8,zero,,2.685651997660309e-06,399,256,304,672,old,1.2911727997776605,tanh,0.01316845417022705,0.013083338737487793,0.013286232948303223,0.013135790824890137,COMPLETE,0.01316845417022705,0.013083338737487793,0.013286232948303223,0.013135790824890137
63,0.25591666499773663,2025-09-03 02:28:11.118490,2025-09-03 02:54:53.802511,0 days 00:26:42.684021,20,normal,6,zero,,2.8592403580523205e-06,126,176,192,320,old,1.7489495662967076,tanh,0.013191951645745171,0.012992540995279947,0.013449788093566895,0.013133525848388672,COMPLETE,0.013191951645745171,0.012992540995279947,0.013449788093566895,0.013133525848388672
64,0.39596665898958844,2025-09-03 02:54:53.802897,2025-09-03 03:00:36.242817,0 days 00:05:42.439920,100,uniform,7,nz,0.0002185955172781963,0.0017928992467410561,5500,992,160,272,Glorot,,tanh,0.011405573950873481,0.012331366539001465,0.010908365249633789,0.01097699006398519,COMPLETE,0.011405573950873481,0.012331366539001465,0.010908365249633789,0.01097699006398519
65,0.4648499886194865,2025-09-03 03:00:36.247618,2025-09-03 03:27:26.005525,0 days 00:26:49.757907,20,normal,8,zero,,0.012559696107890185,1432,496,1024,272,Glorot,,logistic,0.01126331753200955,0.011632521947224935,0.012357274691263834,0.009800155957539877,COMPLETE,0.01126331753200955,0.011632521947224935,0.012357274691263834,0.009800155957539877
66,0.22066666185855865,2025-09-03 03:27:26.005918,2025-09-03 03:55:47.777587,0 days 00:28:21.771669,20,uniform,7,nz,2.924755547734096e-07,6.151522662507383e-05,212,816,144,240,old,0.8833134708699024,logistic,0.013149129019843208,0.013028701146443685,0.013266404469807943,0.013152281443277994,COMPLETE,0.013149129019843208,0.013028701146443685,0.013266404469807943,0.013152281443277994
67,0.21693332493305206,2025-09-03 03:55:47.777963,2025-09-03 04:24:06.751137,0 days 00:28:18.973174,20,normal,7,nz,0.0013578312866838003,0.0002523675400882419,209,992,176,128,old,1.1724735948164642,logistic,0.013017972310384115,0.013108531634012857,0.01300354798634847,0.012941837310791016,COMPLETE,0.013017972310384115,0.013108531634012857,0.01300354798634847,0.012941837310791016
68,0.33023332556088764,2025-09-03 04:24:06.751516,2025-09-03 04:29:30.658823,0 days 00:05:23.907307,100,uniform,7,zero,,0.0015370987528326029,609,608,544,880,Glorot,,logistic,0.013030820422702366,0.013089497884114584,0.012978792190551758,0.013024171193440756,COMPLETE,0.013030820422702366,0.013089497884114584,0.012978792190551758,0.013024171193440756
69,0.4367166558901469,2025-09-03 04:29:30.659499,2025-09-03 04:57:42.528580,0 days 00:28:11.869081,20,normal,6,nz,4.8965413730662214e-05,0.005208858718695692,1552,544,160,320,old,1.4821333178089098,logistic,0.012123439047071671,0.012662370999654135,0.012114246686299643,0.01159369945526123,COMPLETE,0.012123439047071671,0.012662370999654135,0.012114246686299643,0.01159369945526123
70,0.2546166628599167,2025-09-03 04:57:42.529222,2025-09-03 05:03:25.941209,0 days 00:05:43.411987,100,normal,7,nz,0.0015176404987107214,1.6212064962454584e-06,2248,608,192,896,Glorot,,logistic,0.013090146912468806,0.013151129086812338,0.01301248868306478,0.013106822967529297,COMPLETE,0.013090146912468806,0.013151129086812338,0.01301248868306478,0.013106822967529297
71,0.34459999203681946,2025-09-03 05:03:25.941595,2025-09-03 05:30:23.814797,0 days 00:26:57.873202,20,normal,5,zero,,0.0062942794473880076,178,832,960,496,Glorot,,logistic,0.01298848787943522,0.013023575146993002,0.013068199157714844,0.012873689333597818,COMPLETE,0.01298848787943522,0.013023575146993002,0.013068199157714844,0.012873689333597818
