number,value,datetime_start,datetime_complete,duration,params_batch_size,params_colnorm_thresh,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_pca_energy,params_preproc,params_scale_heur1,params_scale_mult1,params_squash,user_attrs_avg_fit_criteria,state,avg_fit_criteria
80,0.8939428567886353,2025-08-25 00:39:03.749392,2025-08-25 00:42:34.362354,0 days 00:03:30.612962,100,2.7305701283776972e-08,uniform,8,zero,,0.22752807734610944,1440,528,,colnorm,old,0.739658355926474,tanh,0.003294086456298828,COMPLETE,0.003294086456298828
81,0.8898571252822876,2025-08-25 00:42:34.362644,2025-08-25 00:46:03.818250,0 days 00:03:29.455606,100,7.698088393318814e-08,normal,5,zero,,0.03293547698396798,3749,448,,colnorm,Glorot,,tanh,0.00465550422668457,COMPLETE,0.00465550422668457
82,0.8098285675048829,2025-08-25 00:46:03.818516,2025-08-25 01:04:34.833591,0 days 00:18:31.015075,20,,uniform,7,nz,5.719200901848992e-07,0.00302353028482557,545,368,,raw,Glorot,,logistic,0.011697101593017577,COMPLETE,0.011697101593017577
83,0.8697428584098816,2025-08-25 01:04:34.833950,2025-08-25 01:22:07.089159,0 days 00:17:32.255209,20,,uniform,5,zero,,0.012347585205237686,1014,560,,raw,old,1.846507010932338,logistic,0.010202383995056153,COMPLETE,0.010202383995056153
84,0.8532714128494263,2025-08-25 01:22:07.089531,2025-08-25 01:39:39.209286,0 days 00:17:32.119755,20,,normal,6,zero,,0.0005770654742582456,4586,976,,raw,old,1.0590325655622437,tanh,0.01294863224029541,COMPLETE,0.01294863224029541
85,0.8804000020027161,2025-08-25 01:39:39.209638,2025-08-25 01:58:10.510517,0 days 00:18:31.300879,20,2.7712976420903633e-06,uniform,6,nz,3.57904820688488e-08,0.007468755184724273,2711,992,,colnorm,Glorot,,tanh,0.011574316024780273,COMPLETE,0.011574316024780273
86,0.7942285656929016,2025-08-25 01:58:10.510883,2025-08-25 02:01:42.300382,0 days 00:03:31.789499,100,1.4289287476254064e-08,uniform,7,zero,,0.00033605165867693523,5485,304,,colnorm,Glorot,,tanh,0.012142252922058106,COMPLETE,0.012142252922058106
87,0.6282142758369446,2025-08-25 02:01:42.302052,2025-08-25 02:19:57.170243,0 days 00:18:14.868191,20,2.7417174614098333e-08,uniform,7,nz,0.0003957250594845353,1.2470076464802463e-05,294,288,,colnorm,old,1.0159594452400573,tanh,0.013238644599914551,COMPLETE,0.013238644599914551
88,0.8621142745018006,2025-08-25 02:19:57.172212,2025-08-25 02:23:26.159055,0 days 00:03:28.986843,100,,uniform,7,zero,,0.03678337003495753,242,528,,raw,Glorot,,logistic,0.01113266944885254,COMPLETE,0.01113266944885254
89,0.8703285574913024,2025-08-25 02:23:26.159282,2025-08-25 02:41:45.858235,0 days 00:18:19.698953,20,,uniform,5,nz,2.0377893772766807e-08,0.00935367954869265,3982,432,,raw,Glorot,,logistic,0.006144857406616211,COMPLETE,0.006144857406616211
