number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_nhid2,params_nhid3,params_scale_heur1,params_scale_mult1,params_squash,user_attrs_avg_fit_criteria,user_attrs_ed_cl1_mean,user_attrs_ed_cl2_mean,user_attrs_ed_cl3_mean,state,avg_fit_criteria,ed_cl1_mean,ed_cl2_mean,ed_cl3_mean
53,0.8923999667167664,2025-09-03 14:11:39.243619,2025-09-03 14:43:30.369387,0 days 00:31:51.125768,20,normal,7,zero,,0.07027142415982339,1976,848,256,352,Glorot,,tanh,0.008413592974344889,0.008275151252746582,0.008130311965942383,0.008835315704345703,COMPLETE,0.008413592974344889,0.008275151252746582,0.008130311965942383,0.008835315704345703
54,0.09999999900658925,2025-09-03 14:43:30.369815,2025-09-03 15:15:11.342482,0 days 00:31:40.972667,20,normal,7,zero,,0.4198272313598672,6551,960,576,512,Glorot,,tanh,,,,,COMPLETE,,,,
55,0.8981857299804688,2025-09-03 15:15:11.342938,2025-09-03 15:21:52.795061,0 days 00:06:41.452123,100,uniform,5,nz,1.6303730658252293e-07,0.0381898746736221,7077,752,752,800,Glorot,,tanh,0.010339736938476562,0.008977770805358887,0.010560552279154459,0.011480887730916342,COMPLETE,0.010339736938476562,0.008977770805358887,0.010560552279154459,0.011480887730916342
56,0.8808000087738037,2025-09-03 15:21:52.795498,2025-09-03 15:28:37.492648,0 days 00:06:44.697150,100,uniform,5,nz,1.3327197318618127e-07,0.0007195765415385995,6986,1008,752,848,Glorot,,tanh,0.012916511959499784,0.012865980466206869,0.012905001640319824,0.012978553771972656,COMPLETE,0.012916511959499784,0.012865980466206869,0.012905001640319824,0.012978553771972656
57,0.8834428787231445,2025-09-03 15:28:37.493092,2025-09-03 15:35:22.825163,0 days 00:06:45.332071,100,uniform,8,nz,1.0523193412834125e-07,0.00838462686856568,5053,624,592,800,Glorot,,logistic,0.011350976096259222,0.011352101961771647,0.01192323366800944,0.010777592658996582,COMPLETE,0.011350976096259222,0.011352101961771647,0.01192323366800944,0.010777592658996582
58,0.09999999900658925,2025-09-03 15:35:22.825595,2025-09-03 15:42:05.905683,0 days 00:06:43.080088,100,uniform,5,nz,8.705195917497587e-08,0.5509170855185868,8658,480,784,672,old,1.1887915500489623,tanh,,,,,COMPLETE,,,,
59,0.8866999944051107,2025-09-03 15:42:05.906153,2025-09-03 16:13:51.034364,0 days 00:31:45.128211,20,normal,5,zero,,0.12251098352955318,9849,688,384,320,Glorot,,logistic,0.0031943983501858185,0.0017554362614949544,0.005006710688273112,0.002821048100789388,COMPLETE,0.0031943983501858185,0.0017554362614949544,0.005006710688273112,0.002821048100789388
60,0.09999999900658925,2025-09-03 16:13:51.034806,2025-09-03 16:20:34.210960,0 days 00:06:43.176154,100,uniform,5,nz,7.887720440651518e-08,0.580821367098784,2426,752,784,816,Glorot,,tanh,,,,,COMPLETE,,,,
61,0.8863714734713236,2025-09-03 16:20:34.211796,2025-09-03 16:27:18.036207,0 days 00:06:43.824411,100,normal,6,nz,0.0007134784391230617,0.17377390433949882,2058,1008,832,944,Glorot,,tanh,0.002378662427266439,0.0019549926122029624,0.0028694470723470054,0.002311547597249349,COMPLETE,0.002378662427266439,0.0019549926122029624,0.0028694470723470054,0.002311547597249349
62,0.884485681851705,2025-09-03 16:27:18.036638,2025-09-03 16:33:42.144022,0 days 00:06:24.107384,100,uniform,7,zero,,0.0059483806762788425,5204,784,448,1008,Glorot,,tanh,0.012165506680806478,0.012054165204366049,0.012048681577046713,0.012393673261006674,COMPLETE,0.012165506680806478,0.012054165204366049,0.012048681577046713,0.012393673261006674
