number,value,datetime_start,datetime_complete,duration,params_batch_size,params_colnorm_thresh,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_pca_energy,params_preproc,params_scale_heur1,params_scale_mult1,params_squash,state
57,0.38127415378888446,2025-08-19 18:49:18.025769,2025-08-19 18:52:44.130445,0 days 00:03:26.104676,20,5.4938902372971564e-08,normal,5,nz,1.9535164805709854e-06,0.028554079756116697,1004,672,,colnorm,old,1.9979417963853388,logistic,COMPLETE
58,0.5160323778788248,2025-08-19 18:52:44.130850,2025-08-19 18:56:12.366439,0 days 00:03:28.235589,20,6.04679693970539e-09,normal,7,nz,0.0016330382449797481,0.786979610209153,1423,800,,colnorm,old,1.6436262214689803,logistic,COMPLETE
59,0.5415162245432535,2025-08-19 18:56:12.366867,2025-08-19 18:56:55.121491,0 days 00:00:42.754624,100,9.436236824603375e-08,uniform,7,nz,1.489443448642956e-06,0.3684617951944691,2792,432,,colnorm,old,1.6206700779782575,logistic,COMPLETE
60,0.46182310581207275,2025-08-19 18:56:55.121820,2025-08-19 19:00:07.509873,0 days 00:03:12.388053,20,7.743807658357911e-09,normal,7,zero,,0.974370369119336,662,736,,colnorm,Glorot,,logistic,COMPLETE
61,0.39767741163571674,2025-08-19 19:00:07.510291,2025-08-19 19:03:21.047193,0 days 00:03:13.536902,20,,normal,7,zero,,0.4239313609707576,430,528,,raw,old,1.618290695727351,logistic,COMPLETE
62,0.3824031849702199,2025-08-19 19:03:21.047586,2025-08-19 19:04:07.993505,0 days 00:00:46.945919,100,7.056173115772381e-07,uniform,7,nz,1.231863737511643e-06,0.04273233835954929,989,720,,colnorm,old,1.6102676763714192,logistic,COMPLETE
63,0.5015160938103994,2025-08-19 19:04:07.993828,2025-08-19 19:04:50.374035,0 days 00:00:42.380207,100,9.896377780599514e-08,uniform,7,nz,1.7059459309791176e-06,0.1671663523967353,2962,240,,colnorm,old,1.5688198643757671,logistic,COMPLETE
64,0.549274226029714,2025-08-19 19:04:50.374423,2025-08-19 19:05:32.254170,0 days 00:00:41.879747,100,1.0042254885073509e-07,uniform,5,nz,2.3310065107679975e-06,0.5983146858955786,1781,464,,colnorm,Glorot,,logistic,COMPLETE
65,0.5499354799588522,2025-08-19 19:05:32.254553,2025-08-19 19:06:14.744143,0 days 00:00:42.489590,100,6.882897069014475e-08,uniform,5,nz,6.517069200404859e-06,0.2895553597089005,2659,528,,colnorm,Glorot,,logistic,COMPLETE
66,0.4768063426017761,2025-08-19 19:06:14.744581,2025-08-19 19:06:57.796587,0 days 00:00:43.052006,100,3.1827714618322915e-07,uniform,5,nz,3.158562817155267e-07,0.059589328963266935,1716,448,,colnorm,Glorot,,tanh,COMPLETE
67,0.5230967799822489,2025-08-19 19:06:57.796800,2025-08-19 19:07:40.230075,0 days 00:00:42.433275,100,6.551456127916168e-06,uniform,5,nz,2.9562683968821942e-06,0.13418794761715938,4851,784,,colnorm,Glorot,,logistic,COMPLETE
