number,value,datetime_start,datetime_complete,duration,params_batch_size,params_colnorm_thresh,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_nhid2,params_nhid3,params_pca_energy,params_preproc,params_scale_heur1,params_scale_mult1,params_squash,user_attrs_avg_fit_criteria,user_attrs_ed_cl1_mean,user_attrs_ed_cl2_mean,user_attrs_ed_cl3_mean,state,avg_fit_criteria,ed_cl1_mean,ed_cl2_mean,ed_cl3_mean
52,0.7309193849563599,2025-08-25 01:38:08.461972,2025-08-25 02:04:34.446279,0 days 00:26:25.984307,20,3.5423909999790957e-07,uniform,7,zero,,0.0009868492926446116,1426,352,976,608,,colnorm,old,1.405033947697559,tanh,0.01287413438161214,0.012507867813110352,0.012895965576171875,0.013218569755554199,COMPLETE,0.01287413438161214,0.012507867813110352,0.012895965576171875,0.013218569755554199
53,0.9678387403488159,2025-08-25 02:04:34.448298,2025-08-25 02:09:52.415764,0 days 00:05:17.967466,100,2.888987150029507e-07,uniform,7,zero,,0.0838313992263325,3871,496,848,464,,colnorm,old,1.040688940344753,tanh,0.010482533772786457,0.008812308311462402,0.011480975151062011,0.01115431785583496,COMPLETE,0.010482533772786457,0.008812308311462402,0.011480975151062011,0.01115431785583496
54,0.951693594455719,2025-08-25 02:09:52.416090,2025-08-25 02:15:12.234870,0 days 00:05:19.818780,100,2.85576737692169e-07,uniform,7,zero,,0.00812262699700727,5094,688,944,736,,colnorm,Glorot,,tanh,0.011705716451009115,0.011346983909606933,0.012003707885742187,0.011766457557678222,COMPLETE,0.011705716451009115,0.011346983909606933,0.012003707885742187,0.011766457557678222
55,0.09835484176874161,2025-08-25 02:15:12.235161,2025-08-25 02:20:28.775305,0 days 00:05:16.540144,100,,uniform,8,zero,,0.5988554410843714,2871,800,720,352,,raw,old,1.3716959111979015,tanh,,,,,COMPLETE,,,,
56,0.9604032635688782,2025-08-25 02:20:28.775614,2025-08-25 02:25:48.624351,0 days 00:05:19.848737,100,,uniform,5,zero,,0.02081408950413632,2009,608,848,560,0.7733536982604073,pca,old,1.191733911653348,tanh,0.011371286710103352,0.010687971115112304,0.011867570877075195,0.011558318138122558,COMPLETE,0.011371286710103352,0.010687971115112304,0.011867570877075195,0.011558318138122558
57,0.9496290802955627,2025-08-25 02:25:48.624662,2025-08-25 02:31:08.127295,0 days 00:05:19.502633,100,2.3627673881914203e-07,uniform,8,zero,,0.00450529712394575,9748,448,784,528,,colnorm,old,1.7311067928847899,tanh,0.011472193400065105,0.01075732707977295,0.012105035781860351,0.011554217338562012,COMPLETE,0.011472193400065105,0.01075732707977295,0.012105035781860351,0.011554217338562012
58,0.09835484176874161,2025-08-25 02:31:08.127613,2025-08-25 02:36:27.721779,0 days 00:05:19.594166,100,6.018835922602141e-08,uniform,7,zero,,0.6324404955275301,5837,608,880,608,,colnorm,old,1.2033559052799736,tanh,,,,,COMPLETE,,,,
59,0.09835484176874161,2025-08-25 02:36:27.722094,2025-08-25 03:04:34.755266,0 days 00:28:07.033172,20,,uniform,6,nz,2.1581175020371105e-08,0.37742945377904064,1265,64,944,176,0.6644387735144204,pca,old,1.6064158789781164,tanh,,,,,COMPLETE,,,,
60,0.9729032516479492,2025-08-25 03:04:34.756140,2025-08-25 03:30:51.602645,0 days 00:26:16.846505,20,,normal,7,zero,,0.1496614820786592,1283,384,704,576,,raw,old,0.8548628079994631,tanh,0.007819620768229167,0.005418610572814941,0.009445285797119141,0.008594965934753418,COMPLETE,0.007819620768229167,0.005418610572814941,0.009445285797119141,0.008594965934753418
61,0.09835484176874161,2025-08-25 03:30:51.603020,2025-08-25 03:57:15.585814,0 days 00:26:23.982794,20,,normal,8,zero,,0.308537338765864,6680,384,816,528,,raw,old,0.8348625544710707,tanh,,,,,COMPLETE,,,,
62,0.9660645484924316,2025-08-25 03:57:15.586183,2025-08-25 04:23:33.020793,0 days 00:26:17.434610,20,,normal,7,zero,,0.02489178151571796,1646,320,464,512,,raw,Glorot,,tanh,0.010261440277099609,0.008919596672058105,0.010564732551574706,0.011299991607666015,COMPLETE,0.010261440277099609,0.008919596672058105,0.010564732551574706,0.011299991607666015
63,0.6220322757959366,2025-08-25 04:23:33.021149,2025-08-25 04:49:45.176448,0 days 00:26:12.155299,20,,normal,7,zero,,0.4078489090769757,282,576,672,480,,raw,old,0.8936891719691721,tanh,,,,,COMPLETE,,,,
64,0.6123548716306686,2025-08-25 04:49:45.176797,2025-08-25 05:15:59.140717,0 days 00:26:13.963920,20,1.1233496526724624e-06,normal,7,zero,,0.24080758962490706,1298,576,528,832,,colnorm,old,0.8871509405193151,logistic,0.006975293159484863,0.007519817352294922,0.00510718822479248,0.008298873901367188,COMPLETE,0.006975293159484863,0.007519817352294922,0.00510718822479248,0.008298873901367188
65,0.899500036239624,2025-08-25 05:15:59.141080,2025-08-25 05:42:33.166223,0 days 00:26:34.025143,20,,normal,7,zero,,0.0034723043105930784,1229,112,704,320,0.9936649284251986,pca,old,1.0055394981747117,tanh,0.011866633097330728,0.011256074905395508,0.012431883811950683,0.011911940574645997,COMPLETE,0.011866633097330728,0.011256074905395508,0.012431883811950683,0.011911940574645997
66,0.11251613348722458,2025-08-25 05:42:33.166600,2025-08-25 05:48:07.107197,0 days 00:05:33.940597,100,6.571985157839027e-07,normal,6,nz,0.003964777672184287,0.7113788562637184,2067,336,480,32,,colnorm,old,0.6403373155948924,logistic,0.3987355947494507,0.4239803791046143,0.4308013439178467,0.3414250612258911,COMPLETE,0.3987355947494507,0.4239803791046143,0.4308013439178467,0.3414250612258911
